Entity,Code,Year,Oil production per capita (kWh)
Jamaica,JAM,1999,0
Jamaica,JAM,2000,0
Jamaica,JAM,2001,0
Jamaica,JAM,2002,0
Jamaica,JAM,2003,0
Jamaica,JAM,2004,0
Jamaica,JAM,2005,0
Jamaica,JAM,2006,0
Jamaica,JAM,2007,0
Jamaica,JAM,2008,0
Jamaica,JAM,2009,0
Jamaica,JAM,2010,0
Jamaica,JAM,2011,0
Jamaica,JAM,2012,0
Jamaica,JAM,2013,0
Jamaica,JAM,2014,0
Jamaica,JAM,2015,0
Jamaica,JAM,2016,0
Japan,JPN,1900,30.266
Japan,JPN,1901,38.089
Japan,JPN,1902,40.789
Japan,JPN,1903,32.363
Japan,JPN,1904,46.978
Japan,JPN,1905,44.185
Japan,JPN,1906,56.59
Japan,JPN,1907,65.763
Japan,JPN,1908,66.957
Japan,JPN,1909,64.273
Japan,JPN,1910,60.926
Japan,JPN,1911,65.609
Japan,JPN,1912,54.19
Japan,JPN,1913,62.48
Japan,JPN,1914,83.911
Japan,JPN,1915,92.09
Japan,JPN,1916,92.113
Japan,JPN,1917,87.975
Japan,JPN,1918,74.201
Japan,JPN,1919,67.109
Japan,JPN,1920,65.835
Japan,JPN,1921,61.858
Japan,JPN,1922,58.36
Japan,JPN,1923,50.684
Japan,JPN,1924,50.178
Japan,JPN,1925,52.23
Japan,JPN,1926,48.019
Japan,JPN,1927,47.351
Japan,JPN,1928,49.141
Japan,JPN,1929,51.627
Japan,JPN,1930,51.667
Japan,JPN,1931,49.359
Japan,JPN,1932,40.332
Japan,JPN,1933,35.591
Japan,JPN,1934,44.184
Japan,JPN,1935,53.927
Japan,JPN,1936,59.684
Japan,JPN,1937,59.093
Japan,JPN,1938,58.176
Japan,JPN,1939,52.53
Japan,JPN,1940,47.976
Japan,JPN,1941,40.982
Japan,JPN,1942,36.979
Japan,JPN,1943,37.707
Japan,JPN,1944,34.902
Japan,JPN,1945,33.22
Japan,JPN,1946,28.464
Japan,JPN,1947,26.464
Japan,JPN,1948,22.928
Japan,JPN,1949,27.603
Japan,JPN,1950,41.153
Japan,JPN,1951,46.346
Japan,JPN,1952,41.546
Japan,JPN,1953,39.628
Japan,JPN,1954,39.657
Japan,JPN,1955,41.023
Japan,JPN,1956,40.057
Japan,JPN,1957,41.045
Japan,JPN,1958,46.455
Japan,JPN,1959,50.891
Japan,JPN,1960,65.305
Japan,JPN,1961,80.804
Japan,JPN,1962,88.207
Japan,JPN,1963,97.49
Japan,JPN,1964,82.287
Japan,JPN,1965,79.859
Japan,JPN,1966,91.316
Japan,JPN,1967,90.897
Japan,JPN,1968,84.728
Japan,JPN,1969,84.166
Japan,JPN,1970,85.344
Japan,JPN,1971,82.176
Japan,JPN,1972,77.12
Japan,JPN,1973,74.328
Japan,JPN,1974,70.394
Japan,JPN,1975,62.695
Japan,JPN,1976,59.337
Japan,JPN,1977,60.06
Japan,JPN,1978,54.296
Japan,JPN,1979,47.966
Japan,JPN,1980,57.723
Japan,JPN,1981,41.157
Japan,JPN,1982,51.432
Japan,JPN,1983,51.081
Japan,JPN,1984,43.377
Japan,JPN,1985,58.55
Japan,JPN,1986,68.177
Japan,JPN,1987,63.473
Japan,JPN,1988,62.998
Japan,JPN,1989,57.495
Japan,JPN,1990,57.288
Japan,JPN,1991,77.316
Japan,JPN,1992,87.385
Japan,JPN,1993,75.769
Japan,JPN,1994,69.376
Japan,JPN,1995,70.376
Japan,JPN,1996,72.618
Japan,JPN,1997,65.324
Japan,JPN,1998,64.396
Japan,JPN,1999,58.923
Japan,JPN,2000,63.906
Japan,JPN,2001,63.972
Japan,JPN,2002,63.108
Japan,JPN,2003,64.454
Japan,JPN,2004,69.497
Japan,JPN,2005,75.71
Japan,JPN,2006,76.404
Japan,JPN,2007,79.194
Japan,JPN,2008,82.222
Japan,JPN,2009,75.96
Japan,JPN,2010,72.51
Japan,JPN,2011,69.588
Japan,JPN,2012,67.127
Japan,JPN,2013,66.293
Japan,JPN,2014,63.172
Japan,JPN,2015,60.775
Japan,JPN,2016,48.51
Jordan,JOR,1980,0
Jordan,JOR,1981,0
Jordan,JOR,1982,0
Jordan,JOR,1983,0
Jordan,JOR,1984,0
Jordan,JOR,1985,0
Jordan,JOR,1986,212.087
Jordan,JOR,1987,102.099
Jordan,JOR,1988,98.176
Jordan,JOR,1989,37.518
Jordan,JOR,1990,53.649
Jordan,JOR,1991,50.872
Jordan,JOR,1992,0
Jordan,JOR,1993,0
Jordan,JOR,1994,0
Jordan,JOR,1995,0
Jordan,JOR,1996,0
Jordan,JOR,1997,0
Jordan,JOR,1998,0
Jordan,JOR,1999,0
Jordan,JOR,2000,4.993
Jordan,JOR,2001,4.891
Jordan,JOR,2002,2.4
Jordan,JOR,2003,2.348
Jordan,JOR,2004,2.292
Jordan,JOR,2005,2.213
Jordan,JOR,2006,2.13
Jordan,JOR,2007,2.04
Jordan,JOR,2008,1.951
Jordan,JOR,2009,1.851
Jordan,JOR,2010,1.757
Jordan,JOR,2011,1.497
Jordan,JOR,2012,1.74
Jordan,JOR,2013,1.646
Jordan,JOR,2014,1.572
Jordan,JOR,2015,1.513
Jordan,JOR,2016,1.474
Kazakhstan,KAZ,1985,16822.586
Kazakhstan,KAZ,1986,17086.408
Kazakhstan,KAZ,1987,17445.812
Kazakhstan,KAZ,1988,17912.183
Kazakhstan,KAZ,1989,18093.021
Kazakhstan,KAZ,1990,18313.976
Kazakhstan,KAZ,1991,18894.044
Kazakhstan,KAZ,1992,18405.049
Kazakhstan,KAZ,1993,16530.952
Kazakhstan,KAZ,1994,14743.806
Kazakhstan,KAZ,1995,15149.718
Kazakhstan,KAZ,1996,17082.759
Kazakhstan,KAZ,1997,19460.579
Kazakhstan,KAZ,1998,19864.188
Kazakhstan,KAZ,1999,23329.571
Kazakhstan,KAZ,2000,27524.245
Kazakhstan,KAZ,2001,31271.084
Kazakhstan,KAZ,2002,36709.066
Kazakhstan,KAZ,2003,39625.294
Kazakhstan,KAZ,2004,45377.084
Kazakhstan,KAZ,2005,46430.893
Kazakhstan,KAZ,2006,48659.276
Kazakhstan,KAZ,2007,49758.376
Kazakhstan,KAZ,2008,51856.798
Kazakhstan,KAZ,2009,55452.95
Kazakhstan,KAZ,2010,57024.458
Kazakhstan,KAZ,2011,56464.954
Kazakhstan,KAZ,2012,55040.925
Kazakhstan,KAZ,2013,56222.205
Kazakhstan,KAZ,2014,54517.697
Kazakhstan,KAZ,2015,53063.011
Kazakhstan,KAZ,2016,51259.327
Kazakhstan,KAZ,2017,55950.085
Kazakhstan,KAZ,2018,57440.752
Kazakhstan,KAZ,2019,57075.951
Kazakhstan,KAZ,2020,53336.808
Kenya,KEN,1980,0
Kenya,KEN,1981,0
Kenya,KEN,1982,0
Kenya,KEN,1983,0
Kenya,KEN,1984,0
Kenya,KEN,1985,0
Kenya,KEN,1986,0
Kenya,KEN,1987,0
Kenya,KEN,1988,0
Kenya,KEN,1989,0
Kenya,KEN,1990,0
Kenya,KEN,1991,0
Kenya,KEN,1992,0
Kenya,KEN,1993,0
Kenya,KEN,1994,0
Kenya,KEN,1995,0
Kenya,KEN,1996,0
Kenya,KEN,1997,0
Kenya,KEN,1998,0
Kenya,KEN,1999,0
Kenya,KEN,2000,0
Kenya,KEN,2001,0
Kenya,KEN,2002,0
Kenya,KEN,2003,0
Kenya,KEN,2004,0
Kenya,KEN,2005,0
Kenya,KEN,2006,0
Kenya,KEN,2007,0
Kenya,KEN,2008,0
Kenya,KEN,2009,0
Kenya,KEN,2010,0
Kenya,KEN,2011,0
Kenya,KEN,2012,0
Kenya,KEN,2013,0
Kenya,KEN,2014,0
Kenya,KEN,2015,0
Kenya,KEN,2016,0
Kuwait,KWT,1900,0
Kuwait,KWT,1901,0
Kuwait,KWT,1902,0
Kuwait,KWT,1903,0
Kuwait,KWT,1904,0
Kuwait,KWT,1905,0
Kuwait,KWT,1906,0
Kuwait,KWT,1907,0
Kuwait,KWT,1908,0
Kuwait,KWT,1909,0
Kuwait,KWT,1910,0
Kuwait,KWT,1911,0
Kuwait,KWT,1912,0
Kuwait,KWT,1913,0
Kuwait,KWT,1914,0
Kuwait,KWT,1915,0
Kuwait,KWT,1916,0
Kuwait,KWT,1917,0
Kuwait,KWT,1918,0
Kuwait,KWT,1919,0
Kuwait,KWT,1920,0
Kuwait,KWT,1921,0
Kuwait,KWT,1922,0
Kuwait,KWT,1923,0
Kuwait,KWT,1924,0
Kuwait,KWT,1925,0
Kuwait,KWT,1926,0
Kuwait,KWT,1927,0
Kuwait,KWT,1928,0
Kuwait,KWT,1929,0
Kuwait,KWT,1930,0
Kuwait,KWT,1931,0
Kuwait,KWT,1932,0
Kuwait,KWT,1933,0
Kuwait,KWT,1934,0
Kuwait,KWT,1935,0
Kuwait,KWT,1936,0
Kuwait,KWT,1937,0
Kuwait,KWT,1938,0
Kuwait,KWT,1939,0
Kuwait,KWT,1940,0
Kuwait,KWT,1941,0
Kuwait,KWT,1942,0
Kuwait,KWT,1943,0
Kuwait,KWT,1944,0
Kuwait,KWT,1945,0
Kuwait,KWT,1946,65349.981
Kuwait,KWT,1947,178199.208
Kuwait,KWT,1948,514030.01
Kuwait,KWT,1949,973183.718
Kuwait,KWT,1950,1305786.692
Kuwait,KWT,1951,2062135.122
Kuwait,KWT,1952,2670693.152
Kuwait,KWT,1953,2977857.267
Kuwait,KWT,1954,3199875.369
Kuwait,KWT,1955,3523408.227
Kuwait,KWT,1956,3364186.017
Kuwait,KWT,1957,3322973.326
Kuwait,KWT,1958,3765275.534
Kuwait,KWT,1959,3451362.709
Kuwait,KWT,1960,3666773.431
Kuwait,KWT,1961,3362430.422
Kuwait,KWT,1962,3383378.232
Kuwait,KWT,1963,3229974.73
Kuwait,KWT,1964,3176866.401
Kuwait,KWT,1965,2932220.991
Kuwait,KWT,1966,2791109.086
Kuwait,KWT,1967,2546837.562
Kuwait,KWT,1968,2446285.333
Kuwait,KWT,1969,2378557.648
Kuwait,KWT,1970,2371463.264
Kuwait,KWT,1971,2367090.26
Kuwait,KWT,1972,2284576.182
Kuwait,KWT,1973,1975068.545
Kuwait,KWT,1974,1570425.756
Kuwait,KWT,1975,1210550.11
Kuwait,KWT,1976,1177182.989
Kuwait,KWT,1977,1016033.071
Kuwait,KWT,1978,1033531.613
Kuwait,KWT,1979,1163107.275
Kuwait,KWT,1980,737845.954
Kuwait,KWT,1981,473688.63
Kuwait,KWT,1982,329115.052
Kuwait,KWT,1983,405659.271
Kuwait,KWT,1984,427476.914
Kuwait,KWT,1985,371895.92
Kuwait,KWT,1986,376994.34
Kuwait,KWT,1987,312596.093
Kuwait,KWT,1988,360334.936
Kuwait,KWT,1989,380171.062
Kuwait,KWT,1990,259740.217
Kuwait,KWT,1991,52770.972
Kuwait,KWT,1992,328118.94
Kuwait,KWT,1993,633670.277
Kuwait,KWT,1994,724426.79
Kuwait,KWT,1995,759607.139
Kuwait,KWT,1996,751518.69
Kuwait,KWT,1997,714792.327
Kuwait,KWT,1998,698663.828
Kuwait,KWT,1999,611141.931
Kuwait,KWT,2000,624902.496
Kuwait,KWT,2001,589074.664
Kuwait,KWT,2002,537474.142
Kuwait,KWT,2003,621973.477
Kuwait,KWT,2004,651591.373
Kuwait,KWT,2005,668083.628
Kuwait,KWT,2006,655354.812
Kuwait,KWT,2007,603926.439
Kuwait,KWT,2008,596484.373
Kuwait,KWT,2009,498952.861
Kuwait,KWT,2010,479661.191
Kuwait,KWT,2011,517211.957
Kuwait,KWT,2012,534705.306
Kuwait,KWT,2013,499416.876
Kuwait,KWT,2014,473353.005
Kuwait,KWT,2015,449504.038
Kuwait,KWT,2016,448916.398
Kuwait,KWT,2017,415666.761
Kuwait,KWT,2018,412793.005
Kuwait,KWT,2019,396357.897
Kuwait,KWT,2020,354429.093
Kyrgyzstan,KGZ,1992,307.626
Kyrgyzstan,KGZ,1993,276.676
Kyrgyzstan,KGZ,1994,221.06
Kyrgyzstan,KGZ,1995,271.692
Kyrgyzstan,KGZ,1996,268.711
Kyrgyzstan,KGZ,1997,236.878
Kyrgyzstan,KGZ,1998,219.711
Kyrgyzstan,KGZ,1999,204.5
Kyrgyzstan,KGZ,2000,256.578
Kyrgyzstan,KGZ,2001,253.705
Kyrgyzstan,KGZ,2002,191.709
Kyrgyzstan,KGZ,2003,173.286
Kyrgyzstan,KGZ,2004,175.388
Kyrgyzstan,KGZ,2005,248.081
Kyrgyzstan,KGZ,2006,245.707
Kyrgyzstan,KGZ,2007,121.431
Kyrgyzstan,KGZ,2008,120.129
Kyrgyzstan,KGZ,2009,118.01
Kyrgyzstan,KGZ,2010,116.103
Kyrgyzstan,KGZ,2011,114.091
Kyrgyzstan,KGZ,2012,112.294
Kyrgyzstan,KGZ,2013,109.843
Kyrgyzstan,KGZ,2014,107.716
Kyrgyzstan,KGZ,2015,105.644
Kyrgyzstan,KGZ,2016,103.925
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,0
Latvia,LVA,1997,0
Latvia,LVA,1998,0
Latvia,LVA,1999,0
Latvia,LVA,2000,0
Latvia,LVA,2001,0
Latvia,LVA,2002,0
Latvia,LVA,2003,0
Latvia,LVA,2004,0
Latvia,LVA,2005,0
Latvia,LVA,2006,0
Latvia,LVA,2007,0
Latvia,LVA,2008,0
Latvia,LVA,2009,0
Latvia,LVA,2010,0
Latvia,LVA,2011,0
Latvia,LVA,2012,0
Latvia,LVA,2013,0
Latvia,LVA,2014,0
Latvia,LVA,2015,0
Latvia,LVA,2016,0
Lebanon,LBN,1980,0
Lebanon,LBN,1981,0
Lebanon,LBN,1982,0
Lebanon,LBN,1983,0
Lebanon,LBN,1984,0
Lebanon,LBN,1985,0
Lebanon,LBN,1986,0
Lebanon,LBN,1987,0
Lebanon,LBN,1988,0
Lebanon,LBN,1989,0
Lebanon,LBN,1990,0
Lebanon,LBN,1991,0
Lebanon,LBN,1992,0
Lebanon,LBN,1993,0
Lebanon,LBN,1994,0
Lebanon,LBN,1995,0
Lebanon,LBN,1996,0
Lebanon,LBN,1997,0
Lebanon,LBN,1998,0
Lebanon,LBN,1999,0
Lebanon,LBN,2000,0
Lebanon,LBN,2001,0
Lebanon,LBN,2002,0
Lebanon,LBN,2003,0
Lebanon,LBN,2004,0
Lebanon,LBN,2005,0
Lebanon,LBN,2006,0
Lebanon,LBN,2007,0
Lebanon,LBN,2008,0
Lebanon,LBN,2009,0
Lebanon,LBN,2010,0
Lebanon,LBN,2011,0
Lebanon,LBN,2012,0
Lebanon,LBN,2013,0
Lebanon,LBN,2014,0
Lebanon,LBN,2015,0
Lebanon,LBN,2016,0
Libya,LBY,1900,0
Libya,LBY,1901,0
Libya,LBY,1902,0
Libya,LBY,1903,0
Libya,LBY,1904,0
Libya,LBY,1905,0
Libya,LBY,1906,0
Libya,LBY,1907,0
Libya,LBY,1908,0
Libya,LBY,1909,0
Libya,LBY,1910,0
Libya,LBY,1911,0
Libya,LBY,1912,0
Libya,LBY,1913,0
Libya,LBY,1914,0
Libya,LBY,1915,0
Libya,LBY,1916,0
Libya,LBY,1917,0
Libya,LBY,1918,0
Libya,LBY,1919,0
Libya,LBY,1920,0
Libya,LBY,1921,0
Libya,LBY,1922,0
Libya,LBY,1923,0
Libya,LBY,1924,0
Libya,LBY,1925,0
Libya,LBY,1926,0
Libya,LBY,1927,0
Libya,LBY,1928,0
Libya,LBY,1929,0
Libya,LBY,1930,0
Libya,LBY,1931,0
Libya,LBY,1932,0
Libya,LBY,1933,0
Libya,LBY,1934,0
Libya,LBY,1935,0
Libya,LBY,1936,0
Libya,LBY,1937,0
Libya,LBY,1938,0
Libya,LBY,1939,0
Libya,LBY,1940,0
Libya,LBY,1941,0
Libya,LBY,1942,0
Libya,LBY,1943,0
Libya,LBY,1944,0
Libya,LBY,1945,0
Libya,LBY,1946,0
Libya,LBY,1947,0
Libya,LBY,1948,0
Libya,LBY,1949,0
Libya,LBY,1950,0
Libya,LBY,1951,0
Libya,LBY,1952,0
Libya,LBY,1953,0
Libya,LBY,1954,0
Libya,LBY,1955,0
Libya,LBY,1956,0
Libya,LBY,1957,0
Libya,LBY,1958,0
Libya,LBY,1959,0
Libya,LBY,1960,0
Libya,LBY,1961,6800.648
Libya,LBY,1962,65851.254
Libya,LBY,1963,161167.698
Libya,LBY,1964,288752.07
Libya,LBY,1965,389041.292
Libya,LBY,1966,462116.041
Libya,LBY,1967,509815.953
Libya,LBY,1968,735345.769
Libya,LBY,1969,840523.237
Libya,LBY,1970,869690.162
Libya,LBY,1971,682118.585
Libya,LBY,1972,533757.029
Libya,LBY,1973,500617.16
Libya,LBY,1974,337342.03
Libya,LBY,1975,314507.443
Libya,LBY,1976,394711.988
Libya,LBY,1977,404323.488
Libya,LBY,1978,373396.442
Libya,LBY,1979,379591.659
Libya,LBY,1980,318929.234
Libya,LBY,1981,205362.549
Libya,LBY,1982,185098.732
Libya,LBY,1983,174801.818
Libya,LBY,1984,149750.543
Libya,LBY,1985,145281.19
Libya,LBY,1986,146138.666
Libya,LBY,1987,133841.185
Libya,LBY,1988,136990.068
Libya,LBY,1989,147453.276
Libya,LBY,1990,176264.209
Libya,LBY,1991,173756.7
Libya,LBY,1992,174289.108
Libya,LBY,1993,161719.422
Libya,LBY,1994,161698.762
Libya,LBY,1995,159552.548
Libya,LBY,1996,158385.51
Libya,LBY,1997,159271.84
Libya,LBY,1998,155743.479
Libya,LBY,1999,147645.052
Libya,LBY,2000,150855.715
Libya,LBY,2001,143260.251
Libya,LBY,2002,135734.789
Libya,LBY,2003,144387.535
Libya,LBY,2004,155861.985
Libya,LBY,2005,164395.935
Libya,LBY,2006,173788.692
Libya,LBY,2007,174383.022
Libya,LBY,2008,169384.546
Libya,LBY,2009,154902.851
Libya,LBY,2010,158726.798
Libya,LBY,2011,45301.747
Libya,LBY,2012,134265.606
Libya,LBY,2013,90815.254
Libya,LBY,2014,44574.165
Libya,LBY,2015,37064.921
Libya,LBY,2016,34620.723
Libya,LBY,2017,77328.046
Libya,LBY,2018,95677.649
Libya,LBY,2019,105608.628
Libya,LBY,2020,30980.93
Lithuania,LTU,1992,0
Lithuania,LTU,1993,274.413
Lithuania,LTU,1994,500.306
Lithuania,LTU,1995,555.492
Lithuania,LTU,1996,526.9
Lithuania,LTU,1997,674.274
Lithuania,LTU,1998,969.482
Lithuania,LTU,1999,829.701
Lithuania,LTU,2000,1078.728
Lithuania,LTU,2001,1731.715
Lithuania,LTU,2002,1615.547
Lithuania,LTU,2003,1430.435
Lithuania,LTU,2004,1140.39
Lithuania,LTU,2005,825.652
Lithuania,LTU,2006,699.999
Lithuania,LTU,2007,596.325
Lithuania,LTU,2008,589.448
Lithuania,LTU,2009,397.533
Lithuania,LTU,2010,403.062
Lithuania,LTU,2011,408.346
Lithuania,LTU,2012,414.552
Lithuania,LTU,2013,418.451
Lithuania,LTU,2014,423.724
Lithuania,LTU,2015,429.45
Lithuania,LTU,2016,436.933
Malaysia,MYS,1900,0
Malaysia,MYS,1901,0
Malaysia,MYS,1902,0
Malaysia,MYS,1903,0
Malaysia,MYS,1904,0
Malaysia,MYS,1905,0
Malaysia,MYS,1906,0
Malaysia,MYS,1907,0
Malaysia,MYS,1908,0
Malaysia,MYS,1909,0
Malaysia,MYS,1910,0
Malaysia,MYS,1911,0
Malaysia,MYS,1912,24.428
Malaysia,MYS,1913,79.861
Malaysia,MYS,1914,180.145
Malaysia,MYS,1915,215.086
Malaysia,MYS,1916,342.789
Malaysia,MYS,1917,288.165
Malaysia,MYS,1918,264.267
Malaysia,MYS,1919,304.964
Malaysia,MYS,1920,510.456
Malaysia,MYS,1921,690.066
Malaysia,MYS,1922,1363.949
Malaysia,MYS,1923,1845.379
Malaysia,MYS,1924,1916.846
Malaysia,MYS,1925,1909.587
Malaysia,MYS,1926,2172.985
Malaysia,MYS,1927,2122.928
Malaysia,MYS,1928,2190.703
Malaysia,MYS,1929,2169.423
Malaysia,MYS,1930,1952.951
Malaysia,MYS,1931,1446.932
Malaysia,MYS,1932,913.309
Malaysia,MYS,1933,855.15
Malaysia,MYS,1934,724.494
Malaysia,MYS,1935,649.183
Malaysia,MYS,1936,556.951
Malaysia,MYS,1937,514.103
Malaysia,MYS,1938,479.875
Malaysia,MYS,1939,389.275
Malaysia,MYS,1940,343.232
Malaysia,MYS,1941,241.011
Malaysia,MYS,1942,0
Malaysia,MYS,1943,0
Malaysia,MYS,1944,0
Malaysia,MYS,1945,0
Malaysia,MYS,1946,0
Malaysia,MYS,1947,50.375
Malaysia,MYS,1948,93.119
Malaysia,MYS,1949,112.751
Malaysia,MYS,1950,110.401
Malaysia,MYS,1951,96.434
Malaysia,MYS,1952,91.964
Malaysia,MYS,1953,87.583
Malaysia,MYS,1954,120.78
Malaysia,MYS,1955,110.7
Malaysia,MYS,1956,115.567
Malaysia,MYS,1957,104.48
Malaysia,MYS,1958,87.849
Malaysia,MYS,1959,82.334
Malaysia,MYS,1960,85.553
Malaysia,MYS,1961,82.896
Malaysia,MYS,1962,77.602
Malaysia,MYS,1963,67.392
Malaysia,MYS,1964,61.582
Malaysia,MYS,1965,58.323
Malaysia,MYS,1966,56.754
Malaysia,MYS,1967,55.306
Malaysia,MYS,1968,216.409
Malaysia,MYS,1969,474.017
Malaysia,MYS,1970,925.682
Malaysia,MYS,1971,3465.593
Malaysia,MYS,1972,4575.514
Malaysia,MYS,1973,4361.525
Malaysia,MYS,1974,3791.17
Malaysia,MYS,1975,4477.067
Malaysia,MYS,1976,7462.136
Malaysia,MYS,1977,7949.671
Malaysia,MYS,1978,9145.456
Malaysia,MYS,1979,11640.782
Malaysia,MYS,1980,11144.419
Malaysia,MYS,1981,10181.507
Malaysia,MYS,1982,11672.068
Malaysia,MYS,1983,14434.723
Malaysia,MYS,1984,16356.063
Malaysia,MYS,1985,15850.559
Malaysia,MYS,1986,17315.846
Malaysia,MYS,1987,16612.823
Malaysia,MYS,1988,17575.236
Malaysia,MYS,1989,18559.578
Malaysia,MYS,1990,19060.953
Malaysia,MYS,1991,19322.949
Malaysia,MYS,1992,19134.272
Malaysia,MYS,1993,18250.302
Malaysia,MYS,1994,18113.018
Malaysia,MYS,1995,18916.189
Malaysia,MYS,1996,18699.631
Malaysia,MYS,1997,18067.108
Malaysia,MYS,1998,17892.626
Malaysia,MYS,1999,16634.792
Malaysia,MYS,2000,16823.293
Malaysia,MYS,2001,15984.358
Malaysia,MYS,2002,16438.868
Malaysia,MYS,2003,16675.413
Malaysia,MYS,2004,16762.22
Malaysia,MYS,2005,15461.117
Malaysia,MYS,2006,14281.31
Malaysia,MYS,2007,14508.298
Malaysia,MYS,2008,14342.052
Malaysia,MYS,2009,13334.94
Malaysia,MYS,2010,13634.688
Malaysia,MYS,2011,12041.424
Malaysia,MYS,2012,12030.635
Malaysia,MYS,2013,11332.295
Malaysia,MYS,2014,11602.772
Malaysia,MYS,2015,12366.781
Malaysia,MYS,2016,12622.427
Malaysia,MYS,2017,12284.312
Malaysia,MYS,2018,12058.027
Malaysia,MYS,2019,10998.084
Malaysia,MYS,2020,9789.239
Malta,MLT,1980,0
Malta,MLT,1981,0
Malta,MLT,1982,0
Malta,MLT,1983,0
Malta,MLT,1984,0
Malta,MLT,1985,0
Malta,MLT,1986,0
Malta,MLT,1987,0
Malta,MLT,1988,0
Malta,MLT,1989,0
Malta,MLT,1990,0
Malta,MLT,1991,0
Malta,MLT,1992,0
Malta,MLT,1993,0
Malta,MLT,1994,0
Malta,MLT,1995,0
Malta,MLT,1996,0
Malta,MLT,1997,0
Malta,MLT,1998,0
Malta,MLT,1999,0
Malta,MLT,2000,0
Malta,MLT,2001,0
Malta,MLT,2002,0
Malta,MLT,2003,0
Malta,MLT,2004,0
Malta,MLT,2005,0
Malta,MLT,2006,0
Malta,MLT,2007,0
Malta,MLT,2008,0
Malta,MLT,2009,0
Malta,MLT,2010,0
Malta,MLT,2011,0
Malta,MLT,2012,0
Malta,MLT,2013,0
Malta,MLT,2014,0
Malta,MLT,2015,0
Malta,MLT,2016,0
Mauritius,MUS,1980,0
Mauritius,MUS,1981,0
Mauritius,MUS,1982,0
Mauritius,MUS,1983,0
Mauritius,MUS,1984,0
Mauritius,MUS,1985,0
Mauritius,MUS,1986,0
Mauritius,MUS,1987,0
Mauritius,MUS,1988,0
Mauritius,MUS,1989,0
Mauritius,MUS,1990,0
Mauritius,MUS,1991,0
Mauritius,MUS,1992,0
Mauritius,MUS,1993,0
Mauritius,MUS,1994,0
Mauritius,MUS,1995,0
Mauritius,MUS,1996,0
Mauritius,MUS,1997,0
Mauritius,MUS,1998,0
Mauritius,MUS,1999,0
Mauritius,MUS,2000,0
Mauritius,MUS,2001,0
Mauritius,MUS,2002,0
Mauritius,MUS,2003,0
Mauritius,MUS,2004,0
Mauritius,MUS,2005,0
Mauritius,MUS,2006,0
Mauritius,MUS,2007,0
Mauritius,MUS,2008,0
Mauritius,MUS,2009,0
Mauritius,MUS,2010,0
Mauritius,MUS,2011,0
Mauritius,MUS,2012,0
Mauritius,MUS,2013,0
Mauritius,MUS,2014,0
Mauritius,MUS,2015,0
Mauritius,MUS,2016,0
Mexico,MEX,1900,0
Mexico,MEX,1901,1.718
Mexico,MEX,1902,4.251
Mexico,MEX,1903,8.421
Mexico,MEX,1904,15.849
Mexico,MEX,1905,29.746
Mexico,MEX,1906,58.932
Mexico,MEX,1907,124.861
Mexico,MEX,1908,449.76
Mexico,MEX,1909,318.902
Mexico,MEX,1910,412.394
Mexico,MEX,1911,1481.456
Mexico,MEX,1912,1743.517
Mexico,MEX,1913,2732.352
Mexico,MEX,1914,2234.941
Mexico,MEX,1915,3474.757
Mexico,MEX,1916,4292.86
Mexico,MEX,1917,6546.929
Mexico,MEX,1918,7546.868
Mexico,MEX,1919,10268.338
Mexico,MEX,1920,19231.549
Mexico,MEX,1921,22641.041
Mexico,MEX,1922,21099.581
Mexico,MEX,1923,17292.257
Mexico,MEX,1924,16044.338
Mexico,MEX,1925,13048.511
Mexico,MEX,1926,10041.335
Mexico,MEX,1927,6999.849
Mexico,MEX,1928,5096.363
Mexico,MEX,1929,4474.1
Mexico,MEX,1930,3896.994
Mexico,MEX,1931,3205.831
Mexico,MEX,1932,3130.402
Mexico,MEX,1933,3189.078
Mexico,MEX,1934,3519.705
Mexico,MEX,1935,3674.271
Mexico,MEX,1936,3655.868
Mexico,MEX,1937,4102.889
Mexico,MEX,1938,3311.278
Mexico,MEX,1939,3613.625
Mexico,MEX,1940,3621.965
Mexico,MEX,1941,3445.96
Mexico,MEX,1942,2703.625
Mexico,MEX,1943,2640.483
Mexico,MEX,1944,2775.008
Mexico,MEX,1945,3058.857
Mexico,MEX,1946,3345.263
Mexico,MEX,1947,3697.699
Mexico,MEX,1948,3717.828
Mexico,MEX,1949,3359.913
Mexico,MEX,1950,4226.306
Mexico,MEX,1951,4385.042
Mexico,MEX,1952,4315.552
Mexico,MEX,1953,3878.088
Mexico,MEX,1954,4346.168
Mexico,MEX,1955,4506.321
Mexico,MEX,1956,4432.664
Mexico,MEX,1957,4184.588
Mexico,MEX,1958,4298.009
Mexico,MEX,1959,4293.421
Mexico,MEX,1960,4276.443
Mexico,MEX,1961,4468.919
Mexico,MEX,1962,4536.811
Mexico,MEX,1963,4517.661
Mexico,MEX,1964,4406.893
Mexico,MEX,1965,4758.577
Mexico,MEX,1966,4723.958
Mexico,MEX,1967,5068.415
Mexico,MEX,1968,5259.021
Mexico,MEX,1969,5347.514
Mexico,MEX,1970,5460.912
Mexico,MEX,1971,5282.353
Mexico,MEX,1972,5337.093
Mexico,MEX,1973,5339.519
Mexico,MEX,1974,6503.727
Mexico,MEX,1975,7834.511
