Entity,Code,Year,Gas - Proved reserves
India,IND,2016,1181372500000
India,IND,2017,1241331438000
India,IND,2018,1289336125000
India,IND,2019,1328866090000
India,IND,2020,1320443116000
Indonesia,IDN,1980,834330000000
Indonesia,IDN,1981,876625050000
Indonesia,IDN,1982,974400000000
Indonesia,IDN,1983,1207139500000
Indonesia,IDN,1984,1724505300000
Indonesia,IDN,1985,2011933000000
Indonesia,IDN,1986,2298975000000
Indonesia,IDN,1987,2402505000000
Indonesia,IDN,1988,2599009000000
Indonesia,IDN,1989,2590990500000
Indonesia,IDN,1990,2906554000000
Indonesia,IDN,1991,1867600000000
Indonesia,IDN,1992,1847300000000
Indonesia,IDN,1993,1847300000000
Indonesia,IDN,1994,1847300000000
Indonesia,IDN,1995,1979250000000
Indonesia,IDN,1996,2080750000000
Indonesia,IDN,1997,2184280000000.0002
Indonesia,IDN,1998,2213715000000
Indonesia,IDN,1999,2659300000000
Indonesia,IDN,2000,2722230000000
Indonesia,IDN,2001,2642045000000
Indonesia,IDN,2002,2595355000000
Indonesia,IDN,2003,2595355000000
Indonesia,IDN,2004,2810535000000
Indonesia,IDN,2005,2515170000000
Indonesia,IDN,2006,2671480000000
Indonesia,IDN,2007,3046897308000
Indonesia,IDN,2008,3232568061000
Indonesia,IDN,2009,3115589738000
Indonesia,IDN,2010,3009533224000
Indonesia,IDN,2011,3009533224000
Indonesia,IDN,2012,2970444644000
Indonesia,IDN,2013,2918422343000
Indonesia,IDN,2014,2881633092000
Indonesia,IDN,2015,2816389653000
Indonesia,IDN,2016,2909225030000
Indonesia,IDN,2017,2884794668000
Indonesia,IDN,2018,2760918360000
Indonesia,IDN,2019,1429548400000
Indonesia,IDN,2020,1252271632000
Iran,IRN,1980,13318394500000
Iran,IRN,1981,13303282500000
Iran,IRN,1982,13288170500000
Iran,IRN,1983,13265502500000
Iran,IRN,1984,13238112000000
Iran,IRN,1985,13209777000000
Iran,IRN,1986,13180497500000
Iran,IRN,1987,13149329000000
Iran,IRN,1988,13411900000000
Iran,IRN,1989,16056500000000
Iran,IRN,1990,16059333500000.002
Iran,IRN,1991,18701100000000
Iran,IRN,1992,19551150000000
Iran,IRN,1993,19551150000000
Iran,IRN,1994,19611598000000
Iran,IRN,1995,18276075000000
Iran,IRN,1996,21723500000000
Iran,IRN,1997,21723500000000
Iran,IRN,1998,22762450000000
Iran,IRN,1999,24375000000000
Iran,IRN,2000,25350000000000
Iran,IRN,2001,25447500000000
Iran,IRN,2002,26022750000000
Iran,IRN,2003,26880750000000
Iran,IRN,2004,26812500000000
Iran,IRN,2005,26049310000000
Iran,IRN,2006,25359825000000
Iran,IRN,2007,26568785000000
Iran,IRN,2008,27966645000000
Iran,IRN,2009,27966645000000
Iran,IRN,2010,32262749999999.996
Iran,IRN,2011,32779500000000
Iran,IRN,2012,31905210000000
Iran,IRN,2013,32131890000000
Iran,IRN,2014,32131890000000
Iran,IRN,2015,31640750000000
Iran,IRN,2016,31849719680000
Iran,IRN,2017,31933545000000
Iran,IRN,2018,32017368240000.004
Iran,IRN,2019,32101378590000.004
Iran,IRN,2020,32101378590000.004
Iraq,IRQ,1980,738530000000
Iraq,IRQ,1981,734492500000
Iraq,IRQ,1982,774848500000
Iraq,IRQ,1983,780140000000
Iraq,IRQ,1984,777100000000
Iraq,IRQ,1985,780140000000
Iraq,IRQ,1986,780130500000
Iraq,IRQ,1987,950000000000
Iraq,IRQ,1988,2555500000000
Iraq,IRQ,1989,2959250000000
Iraq,IRQ,1990,2951650000000
Iraq,IRQ,1991,2945000000000
Iraq,IRQ,1992,2945000000000
Iraq,IRQ,1993,2945000000000
Iraq,IRQ,1994,2959250000000
Iraq,IRQ,1995,3192000000000
Iraq,IRQ,1996,3192000000000
Iraq,IRQ,1997,3028600000000
Iraq,IRQ,1998,3028600000000
Iraq,IRQ,1999,3120750000000
Iraq,IRQ,2000,2953550000000
Iraq,IRQ,2001,2953550000000
Iraq,IRQ,2002,3030500000000
Iraq,IRQ,2003,3011500000000
Iraq,IRQ,2004,3011500000000
Iraq,IRQ,2005,3011500000000
Iraq,IRQ,2006,3011500000000
Iraq,IRQ,2007,3011500000000
Iraq,IRQ,2008,3011500000000
Iraq,IRQ,2009,3011500000000
Iraq,IRQ,2010,3000100000000
Iraq,IRQ,2011,3000100000000
Iraq,IRQ,2012,3000100000000
Iraq,IRQ,2013,3000100000000
Iraq,IRQ,2014,3000100000000
Iraq,IRQ,2015,3000100000000
Iraq,IRQ,2016,3628905000000
Iraq,IRQ,2017,3556914000000
Iraq,IRQ,2018,3542882500000
Iraq,IRQ,2019,3528525910000
Iraq,IRQ,2020,3528525910000
Israel,ISR,1980,2925000000
Israel,ISR,1981,1950000000
Israel,ISR,1982,975000000
Israel,ISR,1983,975000000
Israel,ISR,1984,975000000
Israel,ISR,1985,975000000
Israel,ISR,1986,975000000
Israel,ISR,1987,975000000
Israel,ISR,1988,975000000
Israel,ISR,1989,975000000
Israel,ISR,1990,975000000
Israel,ISR,1991,975000000
Israel,ISR,1992,975000000
Israel,ISR,1993,975000000
Israel,ISR,1994,975000000
Israel,ISR,1995,975000000
Israel,ISR,1996,975000000
Israel,ISR,1997,975000000
Israel,ISR,1998,975000000
Israel,ISR,1999,1950000000
Israel,ISR,2000,43875000000
Israel,ISR,2001,43875000000
Israel,ISR,2002,43875000000
Israel,ISR,2003,45825000000
Israel,ISR,2004,45825000000
Israel,ISR,2005,43875000000
Israel,ISR,2006,43875000000
Israel,ISR,2007,42900000000
Israel,ISR,2008,42900000000
Israel,ISR,2009,87750000000
Israel,ISR,2010,196950000000
Israel,ISR,2011,196950000000
Israel,ISR,2012,196950000000
Israel,ISR,2013,187193269000
Israel,ISR,2014,182436038000
Israel,ISR,2015,173978726000
Israel,ISR,2016,165948939000
Israel,ISR,2017,455690433000
Israel,ISR,2018,412363039000
Israel,ISR,2019,566705022000
Israel,ISR,2020,588557743000
Italy,ITA,1980,153516000000
Italy,ITA,1981,171746025000
Italy,ITA,1982,172705500000
Italy,ITA,1983,226436100000
Italy,ITA,1984,239868750000
Italy,ITA,1985,249463500000
Italy,ITA,1986,254260875000
Italy,ITA,1987,287842500000
Italy,ITA,1988,313748325000
Italy,ITA,1989,315667275000
Italy,ITA,1990,308950950000
Italy,ITA,1991,353086800000
Italy,ITA,1992,288801975000
Italy,ITA,1993,280166700000
Italy,ITA,1994,285923550000
Italy,ITA,1995,284964075000
Italy,ITA,1996,266734050000
Italy,ITA,1997,262896150000
Italy,ITA,1998,254260875000
Italy,ITA,1999,202800000000
Italy,ITA,2000,194025000000
Italy,ITA,2001,178425000000
Italy,ITA,2002,167700000000
Italy,ITA,2003,131624999999.99998
Italy,ITA,2004,119582248000
Italy,ITA,2005,111910286000
Italy,ITA,2006,90331693000
Italy,ITA,2007,80404964000
Italy,ITA,2008,66530220000
Italy,ITA,2009,60554235000
Italy,ITA,2010,62881193000
Italy,ITA,2011,59379803000
Italy,ITA,2012,56602313000
Italy,ITA,2013,53533358000
Italy,ITA,2014,51161633000
Italy,ITA,2015,46788705000
Italy,ITA,2016,36303585000
Italy,ITA,2017,42561510000
Italy,ITA,2018,46176248000
Italy,ITA,2019,43600688000
Italy,ITA,2020,42397680000
Kazakhstan,KAZ,1997,1713232207000
Kazakhstan,KAZ,1998,1713232207000
Kazakhstan,KAZ,1999,1713232207000
Kazakhstan,KAZ,2000,1713232207000
Kazakhstan,KAZ,2001,1713232207000
Kazakhstan,KAZ,2002,1713232207000
Kazakhstan,KAZ,2003,1713232207000
Kazakhstan,KAZ,2004,1713232207000
Kazakhstan,KAZ,2005,1713232207000
Kazakhstan,KAZ,2006,1713232207000
Kazakhstan,KAZ,2007,1713232207000
Kazakhstan,KAZ,2008,1713232207000
Kazakhstan,KAZ,2009,1713232207000
Kazakhstan,KAZ,2010,1713232207000
Kazakhstan,KAZ,2011,1713232207000
Kazakhstan,KAZ,2012,1713232207000
Kazakhstan,KAZ,2013,1713232207000
Kazakhstan,KAZ,2014,1713232207000
Kazakhstan,KAZ,2015,1713232207000
Kazakhstan,KAZ,2016,2257115447000
Kazakhstan,KAZ,2017,2257115447000
Kazakhstan,KAZ,2018,2257115447000
Kazakhstan,KAZ,2019,2257115447000
Kazakhstan,KAZ,2020,2257115447000
Kuwait,KWT,1980,1001300000000.0001
Kuwait,KWT,1981,993700000000
Kuwait,KWT,1982,988000000000
Kuwait,KWT,1983,984200000000
Kuwait,KWT,1984,985910000000
Kuwait,KWT,1985,984675000000
Kuwait,KWT,1986,1108650000000
Kuwait,KWT,1987,1144750000000
Kuwait,KWT,1988,1309100000000
Kuwait,KWT,1989,1330000000000
Kuwait,KWT,1990,1442100000000
Kuwait,KWT,1991,1435450000000
Kuwait,KWT,1992,1420250000000
Kuwait,KWT,1993,1417400000000
Kuwait,KWT,1994,1424319005000
Kuwait,KWT,1995,1419300000000
Kuwait,KWT,1996,1414550000000
Kuwait,KWT,1997,1415500000000
Kuwait,KWT,1998,1407900000000
Kuwait,KWT,1999,1407900000000
Kuwait,KWT,2000,1479150000000
Kuwait,KWT,2001,1479150000000
Kuwait,KWT,2002,1479150000000
Kuwait,KWT,2003,1493400000000
Kuwait,KWT,2004,1493400000000
Kuwait,KWT,2005,1532700000000
Kuwait,KWT,2006,1735500000000
Kuwait,KWT,2007,1694800000000
Kuwait,KWT,2008,1694800000000
Kuwait,KWT,2009,1694800000000
Kuwait,KWT,2010,1694800000000
Kuwait,KWT,2011,1694800000000
Kuwait,KWT,2012,1694800000000
Kuwait,KWT,2013,1694800000000
Kuwait,KWT,2014,1694800000000
Kuwait,KWT,2015,1694800000000
Kuwait,KWT,2016,1694800000000
Kuwait,KWT,2017,1694800000000
Kuwait,KWT,2018,1694800000000
Kuwait,KWT,2019,1694800000000
Kuwait,KWT,2020,1694800000000
Libya,LBY,1980,650750000000
Libya,LBY,1981,631750000000
Libya,LBY,1982,620350000000
Libya,LBY,1983,608000000000
Libya,LBY,1984,596600000000
Libya,LBY,1985,594700000000
Libya,LBY,1986,691600000000
Libya,LBY,1987,690650000000
Libya,LBY,1988,785650000000
Libya,LBY,1989,1157100000000
Libya,LBY,1990,1147600000000
Libya,LBY,1991,1243550000000
Libya,LBY,1992,1234050000000
Libya,LBY,1993,1224550000000
Libya,LBY,1994,1244500000000
Libya,LBY,1995,1247350000000
Libya,LBY,1996,1245450000000
Libya,LBY,1997,1248300000000
Libya,LBY,1998,1249250000000
Libya,LBY,1999,1249250000000
Libya,LBY,2000,1248300000000
Libya,LBY,2001,1248300000000
Libya,LBY,2002,1427850000000
Libya,LBY,2003,1416450000000
Libya,LBY,2004,1416450000000
Libya,LBY,2005,1416450000000
Libya,LBY,2006,1349000000000
Libya,LBY,2007,1463000000000
Libya,LBY,2008,1463000000000
Libya,LBY,2009,1471550000000
Libya,LBY,2010,1420250000000
Libya,LBY,2011,1469650000000
Libya,LBY,2012,1471550000000
Libya,LBY,2013,1430700000000
Libya,LBY,2014,1429655000000
Libya,LBY,2015,1429654489000
Libya,LBY,2016,1429654489000
Libya,LBY,2017,1429654489000
Libya,LBY,2018,1429654489000
Libya,LBY,2019,1429654489000
Libya,LBY,2020,1429654489000
Malaysia,MYS,1980,557819529000
Malaysia,MYS,1981,620472704000
Malaysia,MYS,1982,644708912000
Malaysia,MYS,1983,626531756000
Malaysia,MYS,1984,674230676000
Malaysia,MYS,1985,682739132000
Malaysia,MYS,1986,672039104000
Malaysia,MYS,1987,664948724000
Malaysia,MYS,1988,659663168000
Malaysia,MYS,1989,733918784000
Malaysia,MYS,1990,761248975000
Malaysia,MYS,1991,874050475000
Malaysia,MYS,1992,990074874000
Malaysia,MYS,1993,1040352114000
Malaysia,MYS,1994,1091918513000
Malaysia,MYS,1995,1033906314000
Malaysia,MYS,1996,1028749674000
Malaysia,MYS,1997,1121569193000
Malaysia,MYS,1998,1106099273000
Malaysia,MYS,1999,1063556994000
Malaysia,MYS,2000,1063556994000
Malaysia,MYS,2001,1125436673000
Malaysia,MYS,2002,1147352393000
Malaysia,MYS,2003,1121827025000
Malaysia,MYS,2004,1098235397000
Malaysia,MYS,2005,1133816213000
Malaysia,MYS,2006,1146398415000
Malaysia,MYS,2007,1134589709000
Malaysia,MYS,2008,1134048262000
Malaysia,MYS,2009,1078013425000
Malaysia,MYS,2010,1027267050000.0001
Malaysia,MYS,2011,1051174917000
Malaysia,MYS,2012,1018320880000.0001
Malaysia,MYS,2013,1018012391999.9999
Malaysia,MYS,2014,1110558973000
Malaysia,MYS,2015,1002238685000
Malaysia,MYS,2016,946681204000
Malaysia,MYS,2017,908230631000
Malaysia,MYS,2018,908230631000
Malaysia,MYS,2019,908230631000
Malaysia,MYS,2020,908230631000
Mexico,MEX,1980,1781325000000
Mexico,MEX,1981,2080650000000
Mexico,MEX,1982,2080650000000
Mexico,MEX,1983,2126475000000
Mexico,MEX,1984,2117700000000.0002
Mexico,MEX,1985,2112825000000
Mexico,MEX,1986,2092350000000.0002
Mexico,MEX,1987,2066024999999.9998
Mexico,MEX,1988,2026050000000.0002
Mexico,MEX,1989,2008500000000.0002
Mexico,MEX,1990,1974375000000
Mexico,MEX,1991,1958775000000
Mexico,MEX,1992,1933425000000
Mexico,MEX,1993,1923675000000
Mexico,MEX,1994,1888575000000
Mexico,MEX,1995,1868100000000
Mexico,MEX,1996,1764750000000
Mexico,MEX,1997,1752075000000
Mexico,MEX,1998,829725000000
Mexico,MEX,1999,839475000000
Mexico,MEX,2000,814125000000
Mexico,MEX,2001,777075000000
Mexico,MEX,2002,413400000000
Mexico,MEX,2003,410475000000
Mexico,MEX,2004,408525000000
Mexico,MEX,2005,403920000000
Mexico,MEX,2006,384082776000
Mexico,MEX,2007,363675000000
Mexico,MEX,2008,350025000000
Mexico,MEX,2009,335453836000
Mexico,MEX,2010,350258423000
Mexico,MEX,2011,356966883000
Mexico,MEX,2012,356394996000
Mexico,MEX,2013,344046160000
Mexico,MEX,2014,320912766000
Mexico,MEX,2015,241364391000
Mexico,MEX,2016,195792838000
Mexico,MEX,2017,184834472000
Mexico,MEX,2018,178510074000
Mexico,MEX,2019,178069945000
Mexico,MEX,2020,178069945000
Middle East,,1980,24030378620000
Middle East,,1981,24320951600000
Middle East,,1982,25190446100000
Middle East,,1983,25684649580000
Middle East,,1984,26724062070000
Middle East,,1985,26987372560000
Middle East,,1986,29641528550000
Middle East,,1987,30371039530000
Middle East,,1988,33380685510000
Middle East,,1989,36670965490000
Middle East,,1990,36811288970000
Middle East,,1991,41381469140000
Middle East,,1992,42580939130000
Middle East,,1993,43003099110000
Middle East,,1994,44100536090000
Middle East,,1995,44025424070000
Middle East,,1996,47684009060000
Middle East,,1997,47902649060000
Middle East,,1998,51554724060000
Middle East,,1999,53774189000000
Middle East,,2000,58250221470000
Middle East,,2001,70375850970000
Middle East,,2002,71213843970000
Middle East,,2003,71744903930000
Middle East,,2004,71703806420000
Middle East,,2005,69788131420000
Middle East,,2006,70943042050000
Middle East,,2007,72265681990000
Middle East,,2008,73720519700000
Middle East,,2009,73626286560000
Middle East,,2010,77809893080000
Middle East,,2011,78417053240000
Middle East,,2012,77388797070000
Middle East,,2013,77664013040000
Middle East,,2014,77622907880000
Middle East,,2015,76971819770000
Middle East,,2016,77606487510000
Middle East,,2017,75313250030000
Middle East,,2018,75568500660000
Middle East,,2019,75763077750000
Middle East,,2020,75806920820000
Myanmar,MMR,1980,90675000000
Myanmar,MMR,1981,142350000000
Myanmar,MMR,1982,142350000000
Myanmar,MMR,1983,238875000000
Myanmar,MMR,1984,253500000000
Myanmar,MMR,1985,261299999999.99997
Myanmar,MMR,1986,261299999999.99997
Myanmar,MMR,1987,261299999999.99997
Myanmar,MMR,1988,260324999999.99997
Myanmar,MMR,1989,259350000000.00003
Myanmar,MMR,1990,258375000000.00003
Myanmar,MMR,1991,271050000000
Myanmar,MMR,1992,271050000000
Myanmar,MMR,1993,261299999999.99997
Myanmar,MMR,1994,261299999999.99997
Myanmar,MMR,1995,261299999999.99997
Myanmar,MMR,1996,274950000000
Myanmar,MMR,1997,275925000000
Myanmar,MMR,1998,277875000000
Myanmar,MMR,1999,279825000000
Myanmar,MMR,2000,279825000000
Myanmar,MMR,2001,336375000000
Myanmar,MMR,2002,433875000000
Myanmar,MMR,2003,394875000000
Myanmar,MMR,2004,472875000000
Myanmar,MMR,2005,528585000000
Myanmar,MMR,2006,528585000000
Myanmar,MMR,2007,485759987000
Myanmar,MMR,2008,339252995000
Myanmar,MMR,2009,326900335000
Myanmar,MMR,2010,217231894000
Myanmar,MMR,2011,217231894000
Myanmar,MMR,2012,278213051000
Myanmar,MMR,2013,518310913999.99994
Myanmar,MMR,2014,519145553999.99994
Myanmar,MMR,2015,505596768000
Myanmar,MMR,2016,489808863000
Myanmar,MMR,2017,474884558000
Myanmar,MMR,2018,460523144000
Myanmar,MMR,2019,446934416000
Myanmar,MMR,2020,432211869000
Netherlands,NLD,1980,1989613880000
Netherlands,NLD,1981,1921555120000
Netherlands,NLD,1982,1871173960000
Netherlands,NLD,1983,1838470400000
Netherlands,NLD,1984,1798695800000
Netherlands,NLD,1985,1762456720000
Netherlands,NLD,1986,1727985400000
Netherlands,NLD,1987,1688210800000
Netherlands,NLD,1988,1659042760000
Netherlands,NLD,1989,1648436200000
Netherlands,NLD,1990,1867638440000
Netherlands,NLD,1991,1843773680000
Netherlands,NLD,1992,1821676680000
Netherlands,NLD,1993,1776598800000
Netherlands,NLD,1994,1765108360000
Netherlands,NLD,1995,1725333760000
Netherlands,NLD,1996,1705888400000
Netherlands,NLD,1997,1720914360000
Netherlands,NLD,1998,1673184840000
Netherlands,NLD,1999,1622803680000
Netherlands,NLD,2000,1570654760000
Netherlands,NLD,2001,1536183440000
Netherlands,NLD,2002,1492873320000
Netherlands,NLD,2003,1427466200000
Netherlands,NLD,2004,1389459360000
Netherlands,NLD,2005,1334658800000
Netherlands,NLD,2006,1271903320000
Netherlands,NLD,2007,1228593200000
Netherlands,NLD,2008,1188818600000
Netherlands,NLD,2009,1228593200000
Netherlands,NLD,2010,1152579520000
Netherlands,NLD,2011,1087172400000
Netherlands,NLD,2012,844105400000
Netherlands,NLD,2013,792840360000
Netherlands,NLD,2014,706220120000
Netherlands,NLD,2015,729201000000
Netherlands,NLD,2016,654071200000
Netherlands,NLD,2017,614296600000
Netherlands,NLD,2018,173240480000
Netherlands,NLD,2019,129930360000
Netherlands,NLD,2020,129930360000
Nigeria,NGA,1980,1103083000000
Nigeria,NGA,1981,1089631000000
Nigeria,NGA,1982,1315759500000
Nigeria,NGA,1983,1301500000000
Nigeria,NGA,1984,1287250000000
Nigeria,NGA,1985,1273000000000
Nigeria,NGA,1986,2280000000000
Nigeria,NGA,1987,2286650000000
Nigeria,NGA,1988,2352200000000
Nigeria,NGA,1989,2690400000000
Nigeria,NGA,1990,2698000000000
Nigeria,NGA,1991,3230000000000
Nigeria,NGA,1992,3530390000000
Nigeria,NGA,1993,3498850000000
Nigeria,NGA,1994,3277500000000
Nigeria,NGA,1995,3300300000000
Nigeria,NGA,1996,3301250000000
Nigeria,NGA,1997,3308850000000
Nigeria,NGA,1998,3336400000000
Nigeria,NGA,1999,3336400000000
Nigeria,NGA,2000,3900700000000
Nigeria,NGA,2001,4401065000000
Nigeria,NGA,2002,4747435000000
Nigeria,NGA,2003,4928625000000
Nigeria,NGA,2004,4967455000000
Nigeria,NGA,2005,4894210000000
Nigeria,NGA,2006,4946650000000
Nigeria,NGA,2007,5027400000000
Nigeria,NGA,2008,5027400000000
Nigeria,NGA,2009,5027400000000
Nigeria,NGA,2010,4918691589000
Nigeria,NGA,2011,4916808270000
Nigeria,NGA,2012,4862461059000
Nigeria,NGA,2013,4851699235000
Nigeria,NGA,2014,5057788162000
Nigeria,NGA,2015,5020063966000
Nigeria,NGA,2016,5201444082000
Nigeria,NGA,2017,5345526500000
Nigeria,NGA,2018,5391247492000
Nigeria,NGA,2019,5472979450000
Nigeria,NGA,2020,5472979450000
Non-OECD,,1980,56820021600000
Non-OECD,,1981,58906243120000
Non-OECD,,1982,61202696590000
Non-OECD,,1983,62503394490000
Non-OECD,,1984,65223319849999.99
Non-OECD,,1985,67498657019999.99
Non-OECD,,1986,73412311780000
Non-OECD,,1987,75234917900000
Non-OECD,,1988,79303459420000
Non-OECD,,1989,90115062610000
Non-OECD,,1990,93035547220000
Non-OECD,,1991,99356682810000
Non-OECD,,1992,101932922800000
Non-OECD,,1993,103679646100000
Non-OECD,,1994,104594626700000
Non-OECD,,1995,104852871300000
Non-OECD,,1996,107961406000000
Non-OECD,,1997,110999300900000
Non-OECD,,1998,115281874100000
Non-OECD,,1999,118544357800000
Non-OECD,,2000,124421056700000
Non-OECD,,2001,137555958299999.98
Non-OECD,,2002,139570199699999.98
Non-OECD,,2003,140244724600000.02
Non-OECD,,2004,140839225800000
Non-OECD,,2005,139045847500000.02
Non-OECD,,2006,140971740100000
Non-OECD,,2007,147897935600000
Non-OECD,,2008,150189947900000
Non-OECD,,2009,152637432400000
Non-OECD,,2010,162359183600000
Non-OECD,,2011,163691285800000
Non-OECD,,2012,163434147400000
Non-OECD,,2013,163222119100000
Non-OECD,,2014,165052513500000
Non-OECD,,2015,164732484500000
Non-OECD,,2016,167033594700000
Non-OECD,,2017,167974396300000
Non-OECD,,2018,168880315600000
Non-OECD,,2019,170261549400000
Non-OECD,,2020,167794532200000
North America,,1980,9607157772000
North America,,1981,10049157930000
North America,,1982,10070547210000
North America,,1983,10103523780000
North America,,1984,10210365120000
North America,,1985,10070112930000
North America,,1986,9964244763000
North America,,1987,9767623709000
North America,,1988,9185974212000
North America,,1989,9203280260000
North America,,1990,9222793106000
North America,,1991,9131616137000
North America,,1992,9012740040000
North America,,1993,8503495242000
North America,,1994,8181300474000
North America,,1995,8226541893000
North America,,1996,8171873466999.999
North America,,1997,8049831392000
North America,,1998,6981731604000
North America,,1999,7054443141000
North America,,2000,7265696361000
North America,,2001,7402946406000
North America,,2002,7104538662000
North America,,2003,7099022541000
North America,,2004,7188203870000
North America,,2005,7500502363000
North America,,2006,7669137091000
North America,,2007,8365448655000
North America,,2008,8654384930000.001
North America,,2009,9369491088000
North America,,2010,10492743990000
North America,,2011,11243947090000
North America,,2012,10612773400000
North America,,2013,11446914950000
North America,,2014,12210580160000
North America,,2015,10653110580000
North America,,2016,10928275160000
North America,,2017,14057020550000
North America,,2018,14965020770000
North America,,2019,14790842140000
North America,,2020,15150732060000
Norway,NOR,1980,385090000000
Norway,NOR,1981,369210000000
Norway,NOR,1982,342412500000
Norway,NOR,1983,403947500000
Norway,NOR,1984,377150000000
Norway,NOR,1985,541309500000
Norway,NOR,1986,449404000000
Norway,NOR,1987,1237548250000
Norway,NOR,1988,1719010000000
Norway,NOR,1989,1717025000000
Norway,NOR,1990,1667499250000
Norway,NOR,1991,1264147250000
Norway,NOR,1992,1370444000000
Norway,NOR,1993,1344639000000
Norway,NOR,1994,1335706500000
Norway,NOR,1995,1342058500000
Norway,NOR,1996,1468900000000
Norway,NOR,1997,1164202500000
Norway,NOR,1998,1163210000000
Norway,NOR,1999,1237647500000
Norway,NOR,2000,1249557500000
Norway,NOR,2001,2172582499999.9998
Norway,NOR,2002,2101122499999.9998
Norway,NOR,2003,2442542500000
Norway,NOR,2004,2368105000000
Norway,NOR,2005,2340315000000
Norway,NOR,2006,2284735000000
Norway,NOR,2007,2295652500000
Norway,NOR,2008,2198387500000
Norway,NOR,2009,2030654999999.9998
Norway,NOR,2010,2026685000000
Norway,NOR,2011,2054475000000
Norway,NOR,2012,2074325000000
Norway,NOR,2013,2033632500000
Norway,NOR,2014,1907585000000
Norway,NOR,2015,1842973250000
Norway,NOR,2016,1750174500000
Norway,NOR,2017,1716171450000
Norway,NOR,2018,1609308975000
Norway,NOR,2019,1532678050000
Norway,NOR,2020,1429180150000
OECD,,1980,14069098650000
OECD,,1981,14561936070000
OECD,,1982,14602666670000
OECD,,1983,14891012780000
OECD,,1984,14988664670000
OECD,,1985,14906905150000
OECD,,1986,14915610040000
OECD,,1987,15601382760000
OECD,,1988,15449060300000
OECD,,1989,15348748730000
OECD,,1990,15327465460000
OECD,,1991,14793491390000
OECD,,1992,14913327000000
OECD,,1993,14340226280000
OECD,,1994,14229362370000
OECD,,1995,14235307740000
OECD,,1996,14377755010000
OECD,,1997,14039658820000
OECD,,1998,13240032180000
OECD,,1999,13356072090000
OECD,,2000,13602136460000
OECD,,2001,14925693850000
OECD,,2002,14329340420000
OECD,,2003,14336102860000
OECD,,2004,14180590360000
OECD,,2005,14346892120000
OECD,,2006,14313316370000
OECD,,2007,14774279140000
OECD,,2008,15771628370000
OECD,,2009,16338628570000
OECD,,2010,17581645470000.002
OECD,,2011,18228197250000
OECD,,2012,17361057809999.998
OECD,,2013,18076693530000
OECD,,2014,18109859200000
OECD,,2015,16460905109999.998
OECD,,2016,16502459840000
OECD,,2017,19853971490000
OECD,,2018,20173544780000
OECD,,2019,20006327160000
OECD,,2020,20279693880000
Oman,OMN,1980,78975000000
Oman,OMN,1981,76050000000
Oman,OMN,1982,80925000000
Oman,OMN,1983,160875000000
Oman,OMN,1984,209625000000
Oman,OMN,1985,212550000000
Oman,OMN,1986,223275000000
Oman,OMN,1987,265200000000
Oman,OMN,1988,275925000000
Oman,OMN,1989,272025000000.00003
Oman,OMN,1990,273000000000.00003
Oman,OMN,1991,90675000000
Oman,OMN,1992,146250000000
Oman,OMN,1993,195000000000
Oman,OMN,1994,249600000000
Oman,OMN,1995,441675000000
Oman,OMN,1996,601575000000
Oman,OMN,1997,528450000000
Oman,OMN,1998,553800000000
Oman,OMN,1999,782275000000
Oman,OMN,2000,809607500000
Oman,OMN,2001,891605000000
Oman,OMN,2002,891605000000
Oman,OMN,2003,933075000000
Oman,OMN,2004,937787500000
Oman,OMN,2005,937787500000
Oman,OMN,2006,923650000000
Oman,OMN,2007,923650000000
Oman,OMN,2008,926250000000
Oman,OMN,2009,498805873000
Oman,OMN,2010,490265880000
Oman,OMN,2011,485194288000
Oman,OMN,2012,475591407000
Oman,OMN,2013,664813801000
Oman,OMN,2014,664462500000
Oman,OMN,2015,664462500000
Oman,OMN,2016,664462500000
Oman,OMN,2017,664462500000
Oman,OMN,2018,666347500000
Oman,OMN,2019,666347500000
Oman,OMN,2020,666347500000
Pakistan,PAK,1980,291291896000
Pakistan,PAK,1981,316370007000
Pakistan,PAK,1982,357652434000
Pakistan,PAK,1983,304795494000
Pakistan,PAK,1984,304023860000
Pakistan,PAK,1985,297079153000
Pakistan,PAK,1986,360738971000
Pakistan,PAK,1987,432115131000
Pakistan,PAK,1988,341872516000
Pakistan,PAK,1989,347235373000
Pakistan,PAK,1990,375187821000
Pakistan,PAK,1991,435973302000
Pakistan,PAK,1992,475741740000
Pakistan,PAK,1993,449684901000
Pakistan,PAK,1994,450403177000
Pakistan,PAK,1995,408102253000
Pakistan,PAK,1996,393427325000
Pakistan,PAK,1997,364276374000
Pakistan,PAK,1998,404116724000
Pakistan,PAK,1999,401452049000
Pakistan,PAK,2000,500783789999.99994
Pakistan,PAK,2001,516237958000.00006
Pakistan,PAK,2002,548214063999.99994
Pakistan,PAK,2003,543364948000
Pakistan,PAK,2004,580586843000
Pakistan,PAK,2005,676827799000
Pakistan,PAK,2006,676711241000
Pakistan,PAK,2007,668984039000
Pakistan,PAK,2008,609118692000
Pakistan,PAK,2009,581448798000
Pakistan,PAK,2010,551084554000
Pakistan,PAK,2011,546197218999.99994
Pakistan,PAK,2012,539469891999.99994
Pakistan,PAK,2013,485176033000
Pakistan,PAK,2014,454838614000
Pakistan,PAK,2015,379647051000
Pakistan,PAK,2016,364962731000
Pakistan,PAK,2017,379843134000
Pakistan,PAK,2018,365827059000
Pakistan,PAK,2019,394643061000
